candidate_id,metric,patient_count,finite_count,nan_count,positive_infinity_count,negative_infinity_count,mean_finite,median_finite,standard_deviation_finite,bootstrap_lower_finite,bootstrap_upper_finite
unet_res,tc_dice,74,74,0,0,0,0.7256574884450401,0.7899999556880661,0.2226480410522062,0.6729023842101778,0.774027908392474
unet_res,et_dice,74,74,0,0,0,0.7149316451210848,0.808161645187468,0.24871826235948372,0.6555420678203837,0.7691935489916818
unet_res,wt_hd95_mm,74,74,0,0,0,31.865003506141477,25.05472420532478,23.471813439395984,26.610249086265306,37.313133071130075
unet_res,tc_hd95_mm,74,72,0,2,0,21.040603757109565,15.060235692555949,19.33542042958517,16.791694660107694,25.740180332333132
unet_res,et_hd95_mm,74,69,0,5,0,16.92449604121474,10.2706724856036,21.02204806279744,12.255584368737242,22.15987280799241
unet_res,wt_surface_dice,74,74,0,0,0,0.6373813857188283,0.6636547894079421,0.14120903835542292,0.605366370697587,0.6682491687322191
unet_res,tc_surface_dice,74,74,0,0,0,0.5948647286143032,0.671297214120137,0.25741126960291516,0.5359556614179167,0.65236430435183
unet_res,et_surface_dice,74,74,0,0,0,0.747550435435217,0.8446686448492349,0.26296403422631104,0.6858955942411229,0.8032601934352174
unet_res,wt_lesion_recall,74,74,0,0,0,0.447454719807661,0.3333333333333333,0.3211585523162752,0.3765712598102304,0.522958229237641
unet_res,tc_lesion_recall,74,74,0,0,0,0.5905341055341056,0.5,0.363799530296293,0.5083502252252253,0.6735791773916774
unet_res,et_lesion_recall,74,69,5,0,0,0.47648143653258745,0.3333333333333333,0.3676986952795296,0.39219902990587135,0.5634601155688113
unet_res,wt_lesion_precision,74,74,0,0,0,0.15395890687488023,0.10022148603030956,0.14591040588217033,0.12310302345589419,0.1884983825691035
unet_res,tc_lesion_precision,74,72,2,0,0,0.300536482011885,0.26444444444444437,0.18473513988624043,0.2591272167928094,0.3433432005164429
unet_res,et_lesion_precision,74,71,3,0,0,0.28015050527515173,0.2483333333333333,0.197120738017857,0.23584493814975055,0.32762525613165316
unet_res,wt_lesion_wise_dice,74,74,0,0,0,0.3653712097764086,0.2705077262563738,0.28487975840368085,0.30194296364072937,0.43171742485649367
unet_res,tc_lesion_wise_dice,74,74,0,0,0,0.4395463415587065,0.3489554408422867,0.32465385293548793,0.3669359343771407,0.5136774783237049
unet_res,et_lesion_wise_dice,74,69,5,0,0,0.370429128109837,0.23118547344083518,0.33229821466740533,0.29176610339822906,0.4500776332896843
unet_res,wt_false_positive_lesion_count,74,74,0,0,0,18.143243243243244,15.799999999999999,14.472932516896924,14.921554054054054,21.57851351351351
unet_res,tc_false_positive_lesion_count,74,74,0,0,0,6.313513513513513,4.1,5.735167273105451,5.089121621621622,7.656756756756756
unet_res,et_false_positive_lesion_count,74,74,0,0,0,7.794594594594596,4.4,8.505403470121768,6.040540540540541,9.764864864864865
unet_res,wt_relative_volume_error,74,74,0,0,0,0.03348101943054254,0.03133435532116359,0.31183751401727283,-0.03397194313098243,0.10719486661794682
unet_res,tc_relative_volume_error,74,74,0,0,0,-0.12049375003821633,-0.09369188354806549,0.41976263150789583,-0.21661866976667435,-0.02248148112395
unet_res,et_relative_volume_error,74,70,0,4,0,0.13741891065987935,-0.012669344754541043,0.9824664038147776,-0.056890017748821735,0.39355247042029967
